,Outcome,Performance,Performance_numerical,Gates_touched_total,Switches,Objective_switches,Condition,Corrects,Pos_in_block,trial_idx,date,subject
0,1R,Low,3.0,3.0,0.0,0.0,self,1.0,0.0,1.0,2021_08_07,LD
1,1R,Low,8.0,8.0,0.0,0.0,self,1.0,1.0,2.0,2021_08_07,LD
2,1R,Low,5.0,5.0,0.0,0.0,self,1.0,2.0,3.0,2021_08_07,LD
3,1R,Low,7.0,7.0,0.0,0.0,self,1.0,3.0,4.0,2021_08_07,LD
4,1R,Low,4.0,4.0,0.0,0.0,self,1.0,4.0,5.0,2021_08_07,LD
5,1R,Low,1.0,1.0,0.0,0.0,self,1.0,7.0,8.0,2021_08_07,LD
6,1R,Low,4.0,4.0,0.0,0.0,self,1.0,0.0,19.0,2021_08_07,LD
7,1R,Low,2.0,2.0,0.0,0.0,self,1.0,1.0,20.0,2021_08_07,LD
8,1R,Low,3.0,3.0,0.0,0.0,self,1.0,2.0,21.0,2021_08_07,LD
9,1R,Low,1.0,1.0,0.0,0.0,self,1.0,3.0,22.0,2021_08_07,LD
10,1R,Low,6.0,6.0,0.0,0.0,self,1.0,12.0,31.0,2021_08_07,LD
11,1R,Low,8.0,8.0,0.0,0.0,self,1.0,13.0,32.0,2021_08_07,LD
12,1R,Low,6.0,6.0,0.0,1.0,self,0.0,16.0,35.0,2021_08_07,LD
13,1R,Low,2.0,2.0,0.0,0.0,self,1.0,0.0,39.0,2021_08_07,LD
14,1R,Low,3.0,3.0,0.0,0.0,self,1.0,1.0,40.0,2021_08_07,LD
15,1R,Low,1.0,1.0,0.0,0.0,self,1.0,2.0,41.0,2021_08_07,LD
16,1R,Med,9.0,9.0,0.0,0.0,self,1.0,3.0,42.0,2021_08_07,LD
17,1R,Low,5.0,5.0,0.0,0.0,self,1.0,4.0,43.0,2021_08_07,LD
18,1R,Low,8.0,8.0,0.0,0.0,self,1.0,0.0,53.0,2021_08_07,LD
19,1R,Low,1.0,1.0,0.0,0.0,self,1.0,1.0,54.0,2021_08_07,LD
20,1R,Low,5.0,5.0,0.0,0.0,self,1.0,2.0,55.0,2021_08_07,LD
21,1R,Low,2.0,2.0,0.0,0.0,self,1.0,3.0,56.0,2021_08_07,LD
22,1R,Low,2.0,2.0,0.0,0.0,self,1.0,4.0,57.0,2021_08_07,LD
23,1R,Low,6.0,6.0,0.0,0.0,self,1.0,5.0,58.0,2021_08_07,LD
24,1R,Low,3.0,3.0,0.0,0.0,self,1.0,7.0,60.0,2021_08_07,LD
25,1R,Low,1.0,1.0,0.0,0.0,self,1.0,8.0,61.0,2021_08_07,LD
26,1R,Low,3.0,3.0,0.0,0.0,self,1.0,9.0,62.0,2021_08_07,LD
27,1R,Low,8.0,8.0,0.0,1.0,self,0.0,11.0,64.0,2021_08_07,LD
28,1R,Med,11.0,11.0,0.0,0.0,self,1.0,0.0,67.0,2021_08_07,LD
